"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup"
34,30010723,"thalooch",0,236.00,"(PG) Mario Chalmers,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Nerlens Noel,(C) Miles Plumlee,(PF) Anthony Davis,(PG) Rajon Rondo,(SG) Tyreke Evans"
34,30017352,"BirdWings",0,236.00,"(PG) Mario Chalmers,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Nerlens Noel,(C) Miles Plumlee,(PF) Anthony Davis,(PG) Rajon Rondo,(SG) Tyreke Evans"
38,30052168,"papagates",0,234.75,"(PG) Rajon Rondo,(SG) Manu Ginobili,(SF) Shawne Williams,(PF) Nerlens Noel,(C) Nikola Vucevic,(PF) Anthony Davis,(SG) Kentavious Caldwell-Pope,(SG) Lance Stephenson"
39,30033864,"g123",0,233.75,"(PG) Mario Chalmers,(SG) Danny Green,(SF) Kawhi Leonard,(PF) Nerlens Noel,(C) Chris Bosh,(SF) Jeff Green,(PG) Brandon Jennings,(C) Al Jefferson"
40,29934153,"novice1",0,233.25,"(PG) Ty Lawson,(SG) Kentavious Caldwell-Pope,(SF) Wilson Chandler,(PF) Nerlens Noel,(C) Tyson Chandler,(SF) LeBron James,(PG) Rajon Rondo,(SF) Donatas Motiejunas"
41,30011643,"youdacao",0,232.00,"(PG) Ty Lawson,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Nerlens Noel,(C) Nikola Vucevic,(PF) Greg Monroe,(PG) Mario Chalmers,(C) Chris Bosh"
42,30003823,"Scuba3321",0,229.75,"(PG) Mario Chalmers,(SG) Victor Oladipo,(SF) Wilson Chandler,(PF) Greg Monroe,(C) Joakim Noah,(PF) Jared Sullinger,(PG) Damian Lillard,(PG) Aaron Brooks"
43,29935046,"pianoclub",0,229.25,"(PG) Mario Chalmers,(SG) Tyreke Evans,(SF) Kawhi Leonard,(PF) Nerlens Noel,(C) Nikola Vucevic,(PF) Tim Duncan,(SG) Victor Oladipo,(SG) Avery Bradley"
44,30003979,"Scuba3321",0,227.75,"(PG) Mario Chalmers,(SG) Victor Oladipo,(SF) Wilson Chandler,(PF) Kenneth Faried,(C) Chris Bosh,(SF) Mike Dunleavy,(SG) Lance Stephenson,(PG) Rajon Rondo"
44,30050898,"simpledude16",0,227.75,"(PG) Rajon Rondo,(SG) Gerald Henderson,(SF) Josh Smith,(PF) Nerlens Noel,(C) Chris Bosh,(PF) Marcus Morris,(PG) Mario Chalmers,(PG) Chris Paul"
46,30045044,"Andydubb",0,226.25,"(PG) Rajon Rondo,(SG) Lance Stephenson,(SF) Shawne Williams,(PF) Nerlens Noel,(C) Kelly Olynyk,(PF) Anthony Davis,(PG) Mario Chalmers,(SG) Courtney Lee"
47,30007070,"terribad",0,225.75,"(PG) Rajon Rondo,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Nerlens Noel,(C) Kelly Olynyk,(PF) Anthony Davis,(PG) Mario Chalmers,(PF) Channing Frye"
48,29937649,"LuckyPapa",0,223.00,"(PG) Mario Chalmers,(SG) Lance Stephenson,(SF) Mike Dunleavy,(PF) Nerlens Noel,(C) Kelly Olynyk,(PF) Kevin Love,(PG) Rajon Rondo,(PG) Brandon Jennings"
48,30019737,"Notorious",0,223.00,"(PG) Rajon Rondo,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Anthony Davis,(C) Kelly Olynyk,(PF) Nerlens Noel,(SG) Eric Bledsoe,(PG) Norris Cole"
50,30054467,"bobowser",0,218.25,"(PG) Brandon Jennings,(SG) Monta Ellis,(SF) Luc Richard Mbah a Moute,(PF) Greg Monroe,(C) Nikola Vucevic,(SF) Shawne Williams,(SG) Evan Fournier,(PF) Dirk Nowitzki"
51,30057312,"MasterSplinter55",0,213.50,"(PG) Rajon Rondo,(SG) Jimmy Butler,(SF) Shawne Williams,(PF) Nerlens Noel,(C) Kelly Olynyk,(SF) Chandler Parsons,(SG) Tyreke Evans,(SG) Joe Johnson"
52,30000764,"rallenua",0,212.75,"(PG) Damian Lillard,(SG) Joe Johnson,(SF) Jeff Green,(PF) Greg Monroe,(C) Tyson Chandler,(PF) Nerlens Noel,(SG) Gerald Green,(SG) Jimmy Butler"
53,29950052,"adrienne605",0,201.25,"(PG) Rajon Rondo,(SG) Joe Johnson,(SF) Trevor Ariza,(PF) Greg Monroe,(C) Nikola Vucevic,(PF) Nerlens Noel,(SG) Manu Ginobili,(SG) Jamal Crawford"
54,29940704,"ajcarter173",0,199.25,"(PG) Rajon Rondo,(SG) Victor Oladipo,(SF) Kawhi Leonard,(PF) Nerlens Noel,(C) Kelly Olynyk,(PF) Kevin Love,(SG) Danny Green,(PF) Channing Frye"
55,29966464,"Rmark8",0,198.50,"(PG) Mike Conley,(SG) Lance Stephenson,(SF) LeBron James,(PF) Anthony Davis,(C) JaVale McGee,(SF) Mike Dunleavy,(SG) Gary Harris,(C) J.J. Hickson"
56,29952980,"dollyknockers",0,193.50,"(PG) Ty Lawson,(SG) J.J. Redick,(SF) Kawhi Leonard,(PF) Nerlens Noel,(C) Nikola Vucevic,(PF) Tim Duncan,(SG) Courtney Lee,(SF) Luol Deng"
57,29961485,"mikeygray",0,185.50,"(PG) Brandon Jennings,(SG) Victor Oladipo,(SF) LeBron James,(PF) Kenneth Faried,(C) Anderson Varejao,(PF) Tristan Thompson,(SG) Avery Bradley,(PG) Isaiah Thomas"
58,29950431,"jpreuss2",0,184.25,"(PG) Rajon Rondo,(SG) Manu Ginobili,(SF) Kawhi Leonard,(PF) Nerlens Noel,(C) Anderson Varejao,(PF) Kenneth Faried,(SG) Eric Bledsoe,(PF) Kevin Love"
59,29933079,"bsherman626",0,176.00,"(PG) Kyrie Irving,(SG) Wesley Matthews,(SF) Kawhi Leonard,(PF) Dirk Nowitzki,(C) Kelly Olynyk,(SF) Evan Turner,(SG) Joe Johnson,(PF) Kevin Garnett"
60,29967763,"edge25",0,148.50,"(PG) Tony Parker,(SG) Manu Ginobili,(SF) Donatas Motiejunas,(PF) Kevin Love,(C) Anderson Varejao,(PF) Tim Duncan,(SG) Kentavious Caldwell-Pope,(C) Chris Bosh"
