"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup"
14,29987370,"DraftCheat",0,246.75,"(PG) Mario Chalmers,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Channing Frye,(C) Nikola Vucevic,(SF) Jeff Green,(PG) Rajon Rondo,(PG) Tony Wroten"
15,30042119,"bribb",0,245.50,"(PG) Mario Chalmers,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Anthony Davis,(C) Tyson Chandler,(PF) Nerlens Noel,(PG) Rajon Rondo,(PF) Ryan Anderson"
16,30043180,"2stupiddogs",0,244.25,"(PG) Rajon Rondo,(SG) Avery Bradley,(SF) Donatas Motiejunas,(PF) Nerlens Noel,(C) Tyson Chandler,(SF) Kawhi Leonard,(PG) Mario Chalmers,(PF) Anthony Davis"
17,30028470,"iownYU",4,240.25,"(PG) Mario Chalmers,(SG) Jimmy Butler,(SF) Donatas Motiejunas,(PF) Anthony Davis,(C) Kelly Olynyk,(PF) Nerlens Noel,(SG) Arron Afflalo,(PG) Rajon Rondo"
18,30022039,"CSURAM88",0,238.25,"(PG) Kyrie Irving,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Nerlens Noel,(C) Anderson Varejao,(PF) Anthony Davis,(PG) Mario Chalmers,(SG) Tyreke Evans"
19,29982179,"FantasyExperts216",4,236.50,"(PG) Rajon Rondo,(SG) Jimmy Butler,(SF) Kawhi Leonard,(PF) Nerlens Noel,(C) Brook Lopez,(SF) Jeff Green,(SG) Tyreke Evans,(SG) Dion Waiters"
20,30010730,"thalooch",0,236.00,"(PG) Mario Chalmers,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Nerlens Noel,(C) Miles Plumlee,(PF) Anthony Davis,(PG) Rajon Rondo,(SG) Tyreke Evans"
20,30017359,"BirdWings",0,236.00,"(PG) Mario Chalmers,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Nerlens Noel,(C) Miles Plumlee,(PF) Anthony Davis,(PG) Rajon Rondo,(SG) Tyreke Evans"
22,30033858,"g123",0,233.75,"(PG) Mario Chalmers,(SG) Danny Green,(SF) Kawhi Leonard,(PF) Nerlens Noel,(C) Chris Bosh,(SF) Jeff Green,(PG) Brandon Jennings,(C) Al Jefferson"
23,29934164,"novice1",0,233.25,"(PG) Ty Lawson,(SG) Kentavious Caldwell-Pope,(SF) Wilson Chandler,(PF) Nerlens Noel,(C) Tyson Chandler,(SF) LeBron James,(PG) Rajon Rondo,(SF) Donatas Motiejunas"
24,30011650,"youdacao",0,232.00,"(PG) Ty Lawson,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Nerlens Noel,(C) Nikola Vucevic,(PF) Greg Monroe,(PG) Mario Chalmers,(C) Chris Bosh"
25,30047762,"UNCLE-LEO",4,231.50,"(PG) Rajon Rondo,(SG) Victor Oladipo,(SF) Jeff Green,(PF) Jared Sullinger,(C) Kelly Olynyk,(PF) Nerlens Noel,(PG) Mario Chalmers,(SG) Jimmy Butler"
26,30007063,"terribad",0,225.75,"(PG) Rajon Rondo,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Nerlens Noel,(C) Kelly Olynyk,(PF) Anthony Davis,(PG) Mario Chalmers,(PF) Channing Frye"
27,29988087,"dweill",0,224.00,"(PG) Ty Lawson,(SG) Victor Oladipo,(SF) Donatas Motiejunas,(PF) Ryan Anderson,(C) Chris Bosh,(PF) Nerlens Noel,(SG) Tyreke Evans,(C) Nikola Vucevic"
28,29993930,"Gateman07",4,223.75,"(PG) Mario Chalmers,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Anthony Davis,(C) Kelly Olynyk,(PF) Nerlens Noel,(SG) Lance Stephenson,(C) Joakim Noah"
29,30019744,"Notorious",0,223.00,"(PG) Rajon Rondo,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Anthony Davis,(C) Kelly Olynyk,(PF) Nerlens Noel,(SG) Eric Bledsoe,(PG) Norris Cole"
30,30039798,"JustinCommand",4,222.50,"(PG) Aaron Brooks,(SG) Victor Oladipo,(SF) Wilson Chandler,(PF) Anthony Davis,(C) Anderson Varejao,(SF) Chandler Parsons,(PG) Patrick Beverley,(C) Chris Bosh"
30,29958080,"jigga_123us",0,222.50,"(PG) Ty Lawson,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Channing Frye,(C) Kelly Olynyk,(SF) Jeff Green,(SG) Tyreke Evans,(PG) Michael Carter-Williams"
32,30003982,"Scuba3321",4,220.75,"(PG) Mario Chalmers,(SG) Victor Oladipo,(SF) Wilson Chandler,(PF) Kenneth Faried,(C) Chris Bosh,(SF) Mike Dunleavy,(SG) Lance Stephenson,(PG) Rajon Rondo"
33,29938039,"Warno",0,219.00,"(PG) Kyrie Irving,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Kevin Love,(C) Anderson Varejao,(PF) Nerlens Noel,(PG) Rajon Rondo,(SG) Eric Bledsoe"
34,30008622,"Al_Smizzle",0,217.75,"(PG) Mario Chalmers,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Kenneth Faried,(C) Kelly Olynyk,(PF) Nerlens Noel,(PG) Kyrie Irving,(PF) Anthony Davis"
35,29937675,"LuckyPapa",4,216.00,"(PG) Mario Chalmers,(SG) Lance Stephenson,(SF) Mike Dunleavy,(PF) Nerlens Noel,(C) Kelly Olynyk,(PF) Kevin Love,(PG) Rajon Rondo,(PG) Brandon Jennings"
36,29955082,"jrob11811",4,211.75,"(PG) Rajon Rondo,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Kevin Love,(C) Kelly Olynyk,(PF) Nerlens Noel,(PG) Mario Chalmers,(SG) Jimmy Butler"
37,30025715,"datrueguru",0,204.75,"(PG) Mario Chalmers,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Nerlens Noel,(C) Kelly Olynyk,(PF) Anthony Davis,(PG) Kemba Walker,(SG) Lance Stephenson"
38,30042949,"DMo11",4,199.50,"(PG) Kyrie Irving,(SG) Jimmy Butler,(SF) Kawhi Leonard,(PF) Jared Sullinger,(C) Kelly Olynyk,(SF) Josh Smith,(SG) James Ennis,(PF) Nerlens Noel"
39,29934998,"pianoclub",0,196.00,"(PG) Tony Wroten,(SG) Tyreke Evans,(SF) Kawhi Leonard,(PF) Nerlens Noel,(C) Chris Bosh,(PF) Kenneth Faried,(SG) Lance Stephenson,(PG) Mario Chalmers"
40,30038556,"Bedpan",0,179.75,"(PG) Mario Chalmers,(SG) Victor Oladipo,(SF) Kawhi Leonard,(PF) Kenneth Faried,(C) Kelly Olynyk,(PF) Channing Frye,(SG) Joe Johnson,(SG) Tyreke Evans"
