"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup"
16,30024878,"recazares",0,233.25,"(PG) Tony Wroten,(SG) Jimmy Butler,(SF) Shawne Williams,(PF) Anthony Davis,(C) Spencer Hawes,(PF) Nerlens Noel,(PG) J.J. Barea,(SF) LeBron James"
17,30010981,"hedgemgr",0,224.25,"(PG) Ty Lawson,(SG) Manu Ginobili,(SF) Wilson Chandler,(PF) Blake Griffin,(C) Nikola Vucevic,(PF) Nerlens Noel,(SG) Danny Green,(SF) Josh Smith"
18,29937658,"LuckyPapa",0,223.00,"(PG) Mario Chalmers,(SG) Lance Stephenson,(SF) Mike Dunleavy,(PF) Nerlens Noel,(C) Kelly Olynyk,(PF) Kevin Love,(PG) Rajon Rondo,(PG) Brandon Jennings"
19,29953793,"jigga_123us",0,222.50,"(PG) Ty Lawson,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Channing Frye,(C) Kelly Olynyk,(SF) Jeff Green,(SG) Tyreke Evans,(PG) Michael Carter-Williams"
20,30049270,"relater",0,221.75,"(PG) Rajon Rondo,(SG) Avery Bradley,(SF) Jeff Green,(PF) Nerlens Noel,(C) Kelly Olynyk,(PF) Jared Sullinger,(PG) Kyrie Irving,(SG) Victor Oladipo"
21,29973039,"campbell0021",0,219.25,"(PG) Rajon Rondo,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Nerlens Noel,(C) Kelly Olynyk,(PF) Anthony Davis,(PG) Mario Chalmers,(PF) Ryan Anderson"
22,29971604,"MajorLeague",0,218.50,"(PG) Goran Dragic,(SG) Victor Oladipo,(SF) LeBron James,(PF) Greg Monroe,(C) Tyson Chandler,(PF) Nerlens Noel,(SG) Arron Afflalo,(PG) Tony Wroten"
23,30008609,"Al_Smizzle",0,217.75,"(PG) Mario Chalmers,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Kenneth Faried,(C) Kelly Olynyk,(PF) Nerlens Noel,(PG) Kyrie Irving,(PF) Anthony Davis"
24,29979245,"Pack501",0,213.25,"(PG) Rajon Rondo,(SG) Victor Oladipo,(SF) Tobias Harris,(PF) Greg Monroe,(C) Anderson Varejao,(PF) Ryan Anderson,(PG) Mario Chalmers,(SG) Courtney Lee"
25,30050896,"BernieKozar",0,207.00,"(PG) Rajon Rondo,(SG) Victor Oladipo,(SF) Kawhi Leonard,(PF) Nerlens Noel,(C) Kelly Olynyk,(SF) Shawne Williams,(PG) Kyrie Irving,(SG) Eric Bledsoe"
26,30030386,"cowboys1000",0,206.75,"(PG) Mario Chalmers,(SG) Victor Oladipo,(SF) Shawne Williams,(PF) Anthony Davis,(C) Al Jefferson,(PF) Nerlens Noel,(SG) Gerald Green,(PG) Kemba Walker"
