Sport,Entry,Contest_Date_EST,Place,Points,Winnings_Non_Ticket,Winnings_Ticket,Contest_Entries,Entry_Fee,Prize_Pool,Places_Paid
NBA,"NBA $30K Pick and Roll [$30,000 Guaranteed] (1/Unl.)",11/1/2014 19:00,501,269.25,$20.00 ,$0.00 ,2600,$12.00 ,"$30,000.00 ",570
NBA,"NBA $15K Zone [$15,000 Guaranteed] (1/50)",11/1/2014 19:00,624,269.25,$10.00 ,$0.00 ,3450,$5.00 ,"$15,000.00 ",700
NBA,"NBA $30K Layup [$30,000 Guaranteed] (1/Unl.)",11/1/2014 19:00,2670,269.25,$3.00 ,$0.00 ,16085,$2.00 ,"$30,000.00 ",4000
NBA,NBA $100K Pick and Roll [$100K Gtd Season Opener!] (1/Unl.),10/28/2014 20:00,3042,251.75,$0.00 ,$0.00 ,8125,$12.00 ,"$100,000.00 ",2000
NFL,"NFL $30K Play-Action [$30,000 Guaranteed] (Thurs) (1/Unl.)",10/2/2014 20:25,16026,89.14,$0.00 ,$0.00 ,17250,$2.00 ,"$30,000.00 ",4000
NFL,"NFL $100K Play-Action [$10,000 to 1st] (1/Unl.)",9/28/2014 13:00,12068,161.18,$0.00 ,$0.00 ,57500,$2.00 ,"$100,000.00 ",11500
NFL,"NFL $100K Play-Action [$10,000 to 1st] (1/Unl.)",9/14/2014 13:00,35623,109.28,$0.00 ,$0.00 ,57500,$2.00 ,"$100,000.00 ",11500
NFL,NFL $530 Head-to-Head vs. CONDIA,9/14/2014 13:00,2,109.28,$0.00 ,$0.00 ,2,$530.00 ,"$1,000.00 ",1
NFL,NFL $530 Head-to-Head vs. CONDIA (Thurs),9/11/2014 20:25,2,109.28,$0.00 ,$0.00 ,2,$530.00 ,"$1,000.00 ",1
NFL,NFL $530 Head-to-Head vs. killab2482 (Thurs),9/11/2014 20:25,2,109.28,$0.00 ,$0.00 ,2,$530.00 ,"$1,000.00 ",1
NFL,NFL $530 Head-to-Head vs. CSURAM88,9/14/2014 13:00,2,109.28,$0.00 ,$0.00 ,2,$530.00 ,"$1,000.00 ",1
NFL,NFL $530 Head-to-Head vs. Makisupa (Thurs),9/11/2014 20:25,2,109.28,$0.00 ,$0.00 ,2,$530.00 ,"$1,000.00 ",1
NFL,NFL $530 Head-to-Head,9/14/2014 13:00,2,109.28,$0.00 ,$0.00 ,2,$530.00 ,"$1,000.00 ",1
NFL,"NFL $20K Game Changer [$20,000 Gtd] (Thurs) (1/3)",9/4/2014 20:30,13,118.3,$0.00 ,$0.00 ,20,"$1,060.00 ","$20,000.00 ",5
NFL,"NFL $20K Playmaker [$20,000 Guaranteed] (Thurs) (1/4)",9/4/2014 20:30,24,118.3,$0.00 ,$0.00 ,39,$530.00 ,"$20,000.00 ",8
NFL,"NFL $100K Touchdown [$100,000 Guaranteed] (Thurs) (1/Unl.)",9/4/2014 20:30,322,118.3,$0.00 ,$0.00 ,474,$200.00 ,"$100,000.00 ",125
