"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup"
103,26685909,"heynad (1/20)",0,178.00,"(C) Tyson Chandler ,(G) Jameer Nelson ,(UTIL) Chris Kaman ,(F) Boris Diaw ,(PF) LaMarcus Aldridge ,(SG) James Harden ,(PG) Damian Lillard ,(SF) Kostas Papanikolaou "
105,26695231,"brknets23 (1/20)",0,177.75,"(C) Tyson Chandler ,(F) Boris Diaw ,(PF) LaMarcus Aldridge ,(SG) Wesley Matthews ,(G) Danny Green ,(UTIL) Chandler Parsons ,(PG) Damian Lillard ,(SF) Kawhi Leonard "
105,26695375,"brknets23 (2/20)",0,177.75,"(C) Tyson Chandler ,(F) Boris Diaw ,(PF) LaMarcus Aldridge ,(SG) Wesley Matthews ,(G) Danny Green ,(UTIL) Chandler Parsons ,(PG) Damian Lillard ,(SF) Kawhi Leonard "
107,26676427,"dada2403 (1/20)",0,176.75,"(PG) Tony Parker ,(F) Matt Bonner ,(PF) Boris Diaw ,(C) Dwight Howard ,(G) Danny Green ,(SG) James Harden ,(UTIL) Chandler Parsons ,(SF) Kostas Papanikolaou "
107,26692998,"BayMan3205 (1/20)",0,176.75,"(C) Tyson Chandler ,(G) Devin Harris ,(PF) Boris Diaw ,(UTIL) LaMarcus Aldridge ,(SG) Wesley Matthews ,(SF) Nicolas Batum ,(PG) Damian Lillard ,(F) Kostas Papanikolaou "
107,26694090,"TouchdwnKing (1/20)",0,176.75,"(PF) Dirk Nowitzki ,(PG) Jameer Nelson ,(F) Boris Diaw ,(UTIL) Danny Green ,(C) Robin Lopez ,(SG) James Harden ,(G) Damian Lillard ,(SF) Kostas Papanikolaou "
110,26683045,"kholdstare83 (2/20)",0,176.25,"(C) Tyson Chandler ,(UTIL) Tony Parker ,(F) Boris Diaw ,(PF) LaMarcus Aldridge ,(SG) Danny Green ,(G) James Harden ,(PG) Isaiah Canaan ,(SF) Kawhi Leonard "
110,26683046,"kholdstare83 (3/20)",0,176.25,"(C) Tyson Chandler ,(UTIL) Tony Parker ,(F) Boris Diaw ,(PF) LaMarcus Aldridge ,(SG) Danny Green ,(G) James Harden ,(PG) Isaiah Canaan ,(SF) Kawhi Leonard "
112,26696991,"gameday228 (1/20)",0,175.75,"(PG) Tony Parker ,(F) Matt Bonner ,(G) Jameer Nelson ,(PF) Boris Diaw ,(SF) Trevor Ariza ,(C) Dwight Howard ,(UTIL) Brandan Wright ,(SG) James Harden "
113,26694695,"geodriller (1/20)",0,175.00,"(PF) Dirk Nowitzki ,(F) Boris Diaw ,(SG) Danny Green ,(UTIL) Brandan Wright ,(C) Robin Lopez ,(G) James Harden ,(PG) Damian Lillard ,(SF) Kostas Papanikolaou "
114,26695725,"Coach_Afman (1/20)",0,174.50,"(C) Dwight Howard ,(PF) LaMarcus Aldridge ,(SG) Monta Ellis ,(G) Danny Green ,(UTIL) Robin Lopez ,(PG) Patrick Beverley ,(SF) Chandler Parsons ,(F) Kostas Papanikolaou "
115,26677098,"mrnorrad (1/20)",0,174.00,"(UTIL) Dirk Nowitzki ,(C) Tyson Chandler ,(G) Wesley Matthews ,(PF) Brandan Wright ,(SG) James Harden ,(SF) Chandler Parsons ,(PG) Isaiah Canaan ,(F) Kawhi Leonard "
115,26686704,"Jcraig24 (1/20)",0,174.00,"(PF) Dirk Nowitzki ,(C) Tyson Chandler ,(G) Wesley Matthews ,(UTIL) Brandan Wright ,(SG) James Harden ,(SF) Chandler Parsons ,(PG) Isaiah Canaan ,(F) Kawhi Leonard "
115,26686736,"Jcraig24 (2/20)",0,174.00,"(PF) Dirk Nowitzki ,(C) Tyson Chandler ,(G) Wesley Matthews ,(UTIL) Brandan Wright ,(SG) James Harden ,(SF) Chandler Parsons ,(PG) Isaiah Canaan ,(F) Kawhi Leonard "
118,26695890,"crappydonuts (1/20)",0,173.25,"(F) Dirk Nowitzki ,(PG) Tony Parker ,(UTIL) Jameer Nelson ,(C) Dwight Howard ,(PF) LaMarcus Aldridge ,(G) Monta Ellis ,(SG) Danny Green ,(SF) Donatas Motiejunas "
118,26695906,"crappydonuts (4/20)",0,173.25,"(F) Dirk Nowitzki ,(PG) Tony Parker ,(UTIL) Jameer Nelson ,(C) Dwight Howard ,(PF) LaMarcus Aldridge ,(G) Monta Ellis ,(SG) Danny Green ,(SF) Donatas Motiejunas "
118,26695931,"crappydonuts (7/20)",0,173.25,"(F) Dirk Nowitzki ,(PG) Tony Parker ,(UTIL) Jameer Nelson ,(C) Dwight Howard ,(PF) LaMarcus Aldridge ,(G) Monta Ellis ,(SG) Danny Green ,(SF) Donatas Motiejunas "
121,26678715,"Dsquad1015 (1/20)",0,170.75,"(PF) Tim Duncan ,(C) Tyson Chandler ,(UTIL) Monta Ellis ,(G) Wesley Matthews ,(SG) Danny Green ,(F) Nicolas Batum ,(PG) Damian Lillard ,(SF) Kawhi Leonard "
122,26674544,"ViperGal (1/20)",0,170.50,"(G) Tony Parker ,(PF) Boris Diaw ,(SG) Wesley Matthews ,(C) Robin Lopez ,(UTIL) James Harden ,(F) Chandler Parsons ,(PG) Isaiah Canaan ,(SF) Kawhi Leonard "
123,26689695,"AStigs (1/20)",0,170.25,"(C) Tyson Chandler ,(PG) Tony Parker ,(UTIL) Jameer Nelson ,(F) Boris Diaw ,(PF) LaMarcus Aldridge ,(G) Danny Green ,(SG) James Harden ,(SF) Kawhi Leonard "
124,26683026,"kholdstare83 (1/20)",0,170.00,"(PG) Tony Parker ,(PF) Boris Diaw ,(SF) Trevor Ariza ,(C) Robin Lopez ,(SG) James Harden ,(F) Nicolas Batum ,(G) Isaiah Canaan ,(UTIL) Kostas Papanikolaou "
124,26683055,"kholdstare83 (4/20)",0,170.00,"(PG) Tony Parker ,(PF) Boris Diaw ,(SF) Trevor Ariza ,(C) Robin Lopez ,(SG) James Harden ,(F) Nicolas Batum ,(G) Isaiah Canaan ,(UTIL) Kostas Papanikolaou "
124,26683089,"kholdstare83 (7/20)",0,170.00,"(PG) Tony Parker ,(PF) Boris Diaw ,(SF) Trevor Ariza ,(C) Robin Lopez ,(SG) James Harden ,(F) Nicolas Batum ,(G) Isaiah Canaan ,(UTIL) Kostas Papanikolaou "
127,26676468,"dada2403 (2/20)",0,169.75,"(PF) Dirk Nowitzki ,(C) Tyson Chandler ,(PG) Devin Harris ,(F) Boris Diaw ,(UTIL) LaMarcus Aldridge ,(G) Monta Ellis ,(SG) Danny Green ,(SF) Kawhi Leonard "
127,26691303,"buffalohouseboys (1/20)",0,169.75,"(C) Tyson Chandler ,(PG) Tony Parker ,(F) Boris Diaw ,(PF) LaMarcus Aldridge ,(UTIL) Monta Ellis ,(SG) Danny Green ,(G) Damian Lillard ,(SF) Kawhi Leonard "
129,26696420,"moto98 (1/20)",0,168.75,"(PF) Boris Diaw ,(UTIL) LaMarcus Aldridge ,(SG) Monta Ellis ,(G) Danny Green ,(F) Brandan Wright ,(C) Robin Lopez ,(SF) Chandler Parsons ,(PG) Damian Lillard "
130,26675471,"psychoman (1/20)",0,168.50,"(C) Tyson Chandler ,(PG) Tony Parker ,(PF) Boris Diaw ,(F) LaMarcus Aldridge ,(G) Wesley Matthews ,(SG) Danny Green ,(UTIL) Damian Lillard ,(SF) Kawhi Leonard "
131,26677088,"cckrobinson (1/20)",0,168.00,"(PF) Dirk Nowitzki ,(PG) Tony Parker ,(F) Boris Diaw ,(G) Danny Green ,(UTIL) Brandan Wright ,(C) Robin Lopez ,(SG) James Harden ,(SF) Kawhi Leonard "
132,26689685,"jsicker (1/20)",0,167.75,"(C) Tyson Chandler ,(PG) Devin Harris ,(PF) Boris Diaw ,(SF) Trevor Ariza ,(G) Wesley Matthews ,(SG) James Harden ,(F) Kawhi Leonard ,(UTIL) Kostas Papanikolaou "
133,26687364,"shawncass77 (1/20)",0,165.75,"(PG) Tony Parker ,(UTIL) Steve Blake ,(G) Devin Harris ,(PF) LaMarcus Aldridge ,(SG) Monta Ellis ,(C) Robin Lopez ,(SF) Chandler Parsons ,(F) Nicolas Batum "
133,26697006,"coltonshere (1/20)",0,165.75,"(G) Tony Parker ,(UTIL) Steve Blake ,(PG) Devin Harris ,(PF) LaMarcus Aldridge ,(SG) Monta Ellis ,(C) Robin Lopez ,(F) Chandler Parsons ,(SF) Nicolas Batum "
135,26669590,"moniqueyfw (3/20)",0,164.25,"(UTIL) Tyson Chandler ,(PG) Devin Harris ,(F) Boris Diaw ,(G) Wesley Matthews ,(PF) Brandan Wright ,(C) Robin Lopez ,(SG) James Harden ,(SF) Chandler Parsons "
135,26671309,"moniqueyfw (6/20)",0,164.25,"(UTIL) Tyson Chandler ,(PG) Devin Harris ,(F) Boris Diaw ,(G) Wesley Matthews ,(PF) Brandan Wright ,(C) Robin Lopez ,(SG) James Harden ,(SF) Chandler Parsons "
135,26673754,"moniqueyfw (9/20)",0,164.25,"(UTIL) Tyson Chandler ,(PG) Devin Harris ,(F) Boris Diaw ,(G) Wesley Matthews ,(PF) Brandan Wright ,(C) Robin Lopez ,(SG) James Harden ,(SF) Chandler Parsons "
138,26691077,"JonathanCarey (1/20)",0,164.00,"(PF) Boris Diaw ,(SG) Monta Ellis ,(G) Wesley Matthews ,(C) Robin Lopez ,(UTIL) Patrick Beverley ,(F) Chandler Parsons ,(SF) Nicolas Batum ,(PG) Damian Lillard "
139,26696388,"mike5j1999 (1/20)",0,163.25,"(PF) Dirk Nowitzki ,(G) Devin Harris ,(F) Boris Diaw ,(C) Tiago Splitter ,(SG) James Harden ,(PG) Damian Lillard ,(SF) Kawhi Leonard ,(UTIL) Donatas Motiejunas "
140,26688532,"mnorbs (1/20)",0,162.50,"(PF) Dirk Nowitzki ,(PG) Tony Parker ,(G) Devin Harris ,(F) Boris Diaw ,(UTIL) Monta Ellis ,(SG) Wesley Matthews ,(C) Robin Lopez ,(SF) Nicolas Batum "
141,26671030,"A-Train33 (1/20)",0,162.00,"(C) Tyson Chandler ,(PG) Tony Parker ,(UTIL) Jameer Nelson ,(PF) LaMarcus Aldridge ,(SG) Danny Green ,(G) James Harden ,(SF) Kawhi Leonard ,(F) Kostas Papanikolaou "
142,26690889,"biggs414 (1/20)",0,161.75,"(C) Tyson Chandler ,(G) Devin Harris ,(F) Boris Diaw ,(PF) LaMarcus Aldridge ,(SG) Wesley Matthews ,(UTIL) Brandan Wright ,(SF) Chandler Parsons ,(PG) Damian Lillard "
143,26669537,"moniqueyfw (1/20)",0,161.50,"(PF) Dirk Nowitzki ,(UTIL) Tyson Chandler ,(G) Tony Parker ,(SG) Monta Ellis ,(C) Robin Lopez ,(SF) Chandler Parsons ,(F) Nicolas Batum ,(PG) Isaiah Canaan "
143,26671305,"moniqueyfw (4/20)",0,161.50,"(PF) Dirk Nowitzki ,(UTIL) Tyson Chandler ,(G) Tony Parker ,(SG) Monta Ellis ,(C) Robin Lopez ,(SF) Chandler Parsons ,(F) Nicolas Batum ,(PG) Isaiah Canaan "
143,26673750,"moniqueyfw (7/20)",0,161.50,"(PF) Dirk Nowitzki ,(UTIL) Tyson Chandler ,(G) Tony Parker ,(SG) Monta Ellis ,(C) Robin Lopez ,(SF) Chandler Parsons ,(F) Nicolas Batum ,(PG) Isaiah Canaan "
146,26676515,"dada2403 (4/20)",0,159.75,"(PF) Dirk Nowitzki ,(C) Tyson Chandler ,(PG) Devin Harris ,(F) Boris Diaw ,(UTIL) LaMarcus Aldridge ,(G) Monta Ellis ,(SG) Danny Green ,(SF) Chandler Parsons "
147,26676503,"dada2403 (3/20)",0,158.75,"(PF) Dirk Nowitzki ,(C) Tyson Chandler ,(PG) Tony Parker ,(F) Boris Diaw ,(UTIL) LaMarcus Aldridge ,(G) Monta Ellis ,(SG) Danny Green ,(SF) Kawhi Leonard "
148,26678410,"craig533 (1/20)",0,158.00,"(C) Tyson Chandler ,(PF) Boris Diaw ,(SF) Trevor Ariza ,(G) Danny Green ,(F) Brandan Wright ,(UTIL) Patrick Beverley ,(SG) James Harden ,(PG) Damian Lillard "
149,26667476,"g14production (1/20)",0,145.75,"(PF) Dirk Nowitzki ,(PG) Tony Parker ,(C) Chris Kaman ,(F) Boris Diaw ,(SF) Trevor Ariza ,(G) Danny Green ,(UTIL) Patrick Beverley ,(SG) James Harden "
150,26691580,"wbrown_32 (1/20)",0,129.75,"(PF) Tim Duncan ,(C) Tyson Chandler ,(PG) Tony Parker ,(F) Trevor Ariza ,(UTIL) Monta Ellis ,(G) Wesley Matthews ,(SG) Danny Green ,(SF) Kawhi Leonard "
