Position,Name,Salary,GameInfo,AvgPointsPerGame
SG,Joe Harris,3300,Den@Cle 07:00PM ET,8.292
C,JaVale McGee,3200,Den@Cle 07:00PM ET,11.688
PG,Alexey Shved,3200,Phi@SA 08:30PM ET,16.893
PF,Aaron Gordon,3200,Orl@Det 07:30PM ET,11.841
PF,Brandon Bass,3100,Pho@Bos 07:30PM ET,12.531
C,Kosta Koufos,3100,Hou@Mem 08:00PM ET,10.325
PG,Cory Joseph,3100,Phi@SA 08:30PM ET,14.528
C,Nazr Mohammed,3000,Chi@LAC 10:30PM ET,0
SF,Andrei Kirilenko,3000,Mia@Bkn 07:30PM ET,2.286
SF,Mike Miller,3000,Den@Cle 07:00PM ET,3.75
SF,Hedo Turkoglu,3000,Chi@LAC 10:30PM ET,4.95
SG,Jason Richardson,3000,Phi@SA 08:30PM ET,0
SF,Richard Jefferson,3000,Dal@Cha 07:00PM ET,8.694
C,Brendan Haywood,3000,Den@Cle 07:00PM ET,4.25
SF,Gerald Wallace,3000,Pho@Bos 07:30PM ET,2.188
PF,Matt Bonner,3000,Phi@SA 08:30PM ET,9.917
SG,James Jones,3000,Den@Cle 07:00PM ET,2.375
SG,Willie Green,3000,Orl@Det 07:30PM ET,5.179
PG,Luke Ridnour,3000,Orl@Det 07:30PM ET,13.875
SG,Ben Gordon,3000,Orl@Det 07:30PM ET,10.278
PF,Jason Maxiell,3000,Dal@Cha 07:00PM ET,5.278
PF,Louis Amundson,3000,Den@Cle 07:00PM ET,6
SF,Danny Granger,3000,Mia@Bkn 07:30PM ET,0
SG,Alan Anderson,3000,Mia@Bkn 07:30PM ET,9.722
C,Chris Andersen,3000,Mia@Bkn 07:30PM ET,8.25
SF,Tayshaun Prince,3000,Hou@Mem 08:00PM ET,10.708
SF,John Salmons,3000,NO@Por 10:00PM ET,1.688
PG,Jannero Pargo,3000,Dal@Cha 07:00PM ET,5.375
PF,Shavlik Randolph,3000,Pho@Bos 07:30PM ET,2
PG,Nate Robinson,3000,Den@Cle 07:00PM ET,10.844
PG,J.J. Barea,3000,Dal@Cha 07:00PM ET,16.694
SF,Francisco Garcia,3000,Hou@Mem 08:00PM ET,4.75
PG,Raymond Felton,3000,Dal@Cha 07:00PM ET,0
PF,Udonis Haslem,3000,Mia@Bkn 07:30PM ET,12.063
SF,Cartier Martin,3000,Orl@Det 07:30PM ET,0
PF,Charlie Villanueva,3000,Dal@Cha 07:00PM ET,3.625
PF,Anthony Tolliver,3000,Pho@Bos 07:30PM ET,5.583
SG,Shannon Brown,3000,Mia@Bkn 07:30PM ET,3.625
SF,Dorell Wright,3000,NO@Por 10:00PM ET,5.25
PG,Beno Udrih,3000,Hou@Mem 08:00PM ET,12.3
PG,Jordan Farmar,3000,Chi@LAC 10:30PM ET,8.969
PG,Brian Roberts,3000,Dal@Cha 07:00PM ET,11.775
PF,Glen Davis,3000,Chi@LAC 10:30PM ET,3.75
PF,Joey Dorsey,3000,Hou@Mem 08:00PM ET,2.4
PF,Joel Anthony,3000,Orl@Det 07:30PM ET,5.417
PF,Jeff Ayres,3000,Phi@SA 08:30PM ET,5
SF,Chris Douglas-Roberts,3000,Chi@LAC 10:30PM ET,4.563
C,Aron Baynes,3000,Phi@SA 08:30PM ET,10.778
SF,Alonzo Gee,3000,Den@Cle 07:00PM ET,9.964
C,Joel Freeland,3000,NO@Por 10:00PM ET,6.929
C,Jerome Jordan,3000,Mia@Bkn 07:30PM ET,5.792
SG,Quincy Pondexter,3000,Hou@Mem 08:00PM ET,6.694
SG,Gerald Henderson,3000,Dal@Cha 07:00PM ET,9.75
PF,Darrell Arthur,3000,Den@Cle 07:00PM ET,13.714
C,Ekpe Udoh,3000,Chi@LAC 10:30PM ET,0
PF,Jon Leuer,3000,Hou@Mem 08:00PM ET,6.475
PG,E'Twaun Moore,3000,Chi@LAC 10:30PM ET,0.313
SG,Marcus Thornton,3000,Pho@Bos 07:30PM ET,10.536
PG,Nick Calathes,3000,Hou@Mem 08:00PM ET,0
SF,Austin Daye,3000,Phi@SA 08:30PM ET,6.125
PG,Jimmer Fredette,3000,NO@Por 10:00PM ET,4.75
PG,Patty Mills,3000,Phi@SA 08:30PM ET,0
PF,Alexis Ajinca,3000,NO@Por 10:00PM ET,5.958
C,Jeff Withey,3000,NO@Por 10:00PM ET,2.167
PG,Jorge Gutierrez,3000,Mia@Bkn 07:30PM ET,0.875
PF,Drew Gordon,3000,Phi@SA 08:30PM ET,8.75
C,Justin Hamilton,3000,Mia@Bkn 07:30PM ET,11.75
SF,Luke Babbitt,3000,NO@Por 10:00PM ET,8.125
C,Tyler Zeller,3000,Pho@Bos 07:30PM ET,10.719
PF,Andrew Nicholson,3000,Orl@Det 07:30PM ET,4.438
SF,Jeffery Taylor,3000,Dal@Cha 07:00PM ET,0
SG,Darius Miller,3000,NO@Por 10:00PM ET,2.25
SG,Luigi Datome,3000,Orl@Det 07:30PM ET,0
SG,Victor Claver,3000,NO@Por 10:00PM ET,0
PF,Jonas Jerebko,3000,Orl@Det 07:30PM ET,11.625
SG,C.J. Wilcox,3000,Chi@LAC 10:30PM ET,0
PG,Erick Green,3000,Den@Cle 07:00PM ET,8.75
PF,Cory Jefferson,3000,Mia@Bkn 07:30PM ET,2.938
PF,Thomas Robinson,3000,NO@Por 10:00PM ET,6.893
PG,Jared Cunningham,3000,Chi@LAC 10:30PM ET,2.813
PG,Troy Daniels,3000,Hou@Mem 08:00PM ET,3.607
C,Greg Smith,3000,Dal@Cha 07:00PM ET,2.571
SG,Andre Dawkins,3000,Mia@Bkn 07:30PM ET,-0.25
PG,C.J. McCollum,3000,NO@Por 10:00PM ET,9
PG,Will Cherry,3000,Den@Cle 07:00PM ET,5.583
PF,Robert Covington,3000,Phi@SA 08:30PM ET,0
PG,Matthew Dellavedova,3000,Den@Cle 07:00PM ET,8.417
SG,Allen Crabbe,3000,NO@Por 10:00PM ET,9
SG,Tony Snell,3000,Chi@LAC 10:30PM ET,5.438
PF,Cameron Bairstow,3000,Chi@LAC 10:30PM ET,-0.5
C,Alex Kirk,3000,Den@Cle 07:00PM ET,1.75
SG,Will Barton,3000,NO@Por 10:00PM ET,6.125
PF,Tarik Black,3000,Hou@Mem 08:00PM ET,7.143
PF,Patric Young,3000,NO@Por 10:00PM ET,0
PG,Phil Pressey,3000,Pho@Bos 07:30PM ET,9
PF,Dwight Powell,3000,Pho@Bos 07:30PM ET,0
SF,Reggie Bullock,3000,Chi@LAC 10:30PM ET,11
PF,Jae Crowder,3000,Dal@Cha 07:00PM ET,6.194
PG,Shabazz Napier,3000,Mia@Bkn 07:30PM ET,12.583
PG,Russ Smith,3000,NO@Por 10:00PM ET,-1
SG,Markel Brown,3000,Mia@Bkn 07:30PM ET,0
SG,Roy Devyn Marble,3000,Orl@Det 07:30PM ET,1.313
SF,Doug McDermott,3000,Chi@LAC 10:30PM ET,7.325
SG,Zoran Dragic,3000,Pho@Bos 07:30PM ET,0
C,Bismack Biyombo,3000,Dal@Cha 07:00PM ET,12.833
PF,Nikola Mirotic,3000,Chi@LAC 10:30PM ET,8.725
PG,Austin Rivers,3000,NO@Por 10:00PM ET,16.313
SG,James Ennis,3000,Mia@Bkn 07:30PM ET,5.778
PG,Spencer Dinwiddie,3000,Orl@Det 07:30PM ET,1.5
SG,Nick Johnson,3000,Hou@Mem 08:00PM ET,1.083
SF,Tony Mitchell,3000,Orl@Det 07:30PM ET,0
C,Dewayne Dedmon,3000,Orl@Det 07:30PM ET,7.679
SG,P.J. Hairston,3000,Dal@Cha 07:00PM ET,10.107
SF,Maurice Harkless,3000,Orl@Det 07:30PM ET,11
PF,Jakarr Sampson,3000,Phi@SA 08:30PM ET,7.281
PF,Jarnell Stokes,3000,Hou@Mem 08:00PM ET,0
SF,T.J. Warren,3000,Pho@Bos 07:30PM ET,0
SG,Sergey Karasev,3000,Mia@Bkn 07:30PM ET,2.375
SG,Jordan Adams,3000,Hou@Mem 08:00PM ET,0
SF,Kyle Anderson,3000,Phi@SA 08:30PM ET,8.125
SF,Jerami Grant,3000,Phi@SA 08:30PM ET,0
PF,Nerlens Noel,3000,Phi@SA 08:30PM ET,22.179
SG,Archie Goodwin,3000,Pho@Bos 07:30PM ET,2.75
SG,Ricky Ledo,3000,Dal@Cha 07:00PM ET,0
C,Vitor Faverani,3000,Pho@Bos 07:30PM ET,0
PG,Tyler Ennis,3000,Pho@Bos 07:30PM ET,3.875
PF,Noah Vonleh,3000,Dal@Cha 07:00PM ET,2
SG,James Young,3000,Pho@Bos 07:30PM ET,6.375
C,Joel Embiid,3000,Phi@SA 08:30PM ET,0
C,Jusuf Nurkic,3000,Den@Cle 07:00PM ET,11.143
PF,Clint Capela,3000,Hou@Mem 08:00PM ET,4.75
