"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"PF","Patrick Patterson",4100,"Tor@LAL 09:30PM ET",18.906
"PF","Ed Davis",4100,"Tor@LAL 09:30PM ET",21.203
"SF","Derrick Williams",4000,"Mem@Sac 06:00PM ET",6.958
"PG","Pablo Prigioni",4000,"Mia@NY 07:30PM ET",13.967
"SF","Maurice Harkless",3900,"Orl@Pho 08:00PM ET",10.438
"PF","Carl Landry",3800,"Mem@Sac 06:00PM ET",15.984
"SG","Vince Carter",3700,"Mem@Sac 06:00PM ET",11.683
"SG","Tim Hardaway Jr.",3600,"Mia@NY 07:30PM ET",12.632
"PG","Greivis Vasquez",3500,"Tor@LAL 09:30PM ET",17.000
"PG","Shane Larkin",3500,"Mia@NY 07:30PM ET",14.203
"PG","Steve Nash",3300,"Tor@LAL 09:30PM ET",0
"PF","Chuck Hayes",3300,"Tor@LAL 09:30PM ET",6.825
"SF","Tayshaun Prince",3300,"Mem@Sac 06:00PM ET",11.667
"PF","Shavlik Randolph",3100,"Orl@Pho 08:00PM ET",3.611
"C","Jason Smith",3100,"Mia@NY 07:30PM ET",11.544
"PG","Steve Blake",3000,"Min@Por 09:00PM ET",14.953
"SG","Willie Green",3000,"Orl@Pho 08:00PM ET",7.411
"PG","Luke Ridnour",3000,"Orl@Pho 08:00PM ET",11.550
"SG","Ben Gordon",3000,"Orl@Pho 08:00PM ET",10.400
"SF","Danny Granger",3000,"Mia@NY 07:30PM ET",6.000
"C","Chris Andersen",3000,"Mia@NY 07:30PM ET",8.278
"PG","Ronnie Price",3000,"Tor@LAL 09:30PM ET",14.283
"PF","Ronny Turiaf",3000,"Min@Por 09:00PM ET",2.125
"PF","Reggie Evans",3000,"Mem@Sac 06:00PM ET",12.056
"C","Ryan Hollins",3000,"Mem@Sac 06:00PM ET",5.107
"PF","Udonis Haslem",3000,"Mia@NY 07:30PM ET",10.844
"PF","Anthony Tolliver",3000,"Orl@Pho 08:00PM ET",6.750
"SF","Dorell Wright",3000,"Min@Por 09:00PM ET",5.964
"PG","Beno Udrih",3000,"Mem@Sac 06:00PM ET",13.950
"C","Greg Stiemsma",3000,"Tor@LAL 09:30PM ET",5.350
"SF","Shawne Williams",3000,"Mia@NY 07:30PM ET",22.150
"PF","Tyler Hansbrough",3000,"Tor@LAL 09:30PM ET",9.818
"PF","Josh McRoberts",3000,"Mia@NY 07:30PM ET",7.182
"C","Joel Freeland",3000,"Min@Por 09:00PM ET",7.000
"SG","Wayne Ellington",3000,"Tor@LAL 09:30PM ET",12.556
"SF","Chase Budinger",3000,"Min@Por 09:00PM ET",8.021
"SG","Quincy Pondexter",3000,"Mem@Sac 06:00PM ET",10.357
"SG","Landry Fields",3000,"Tor@LAL 09:30PM ET",2.800
"SF","James Johnson",3000,"Tor@LAL 09:30PM ET",17.038
"C","Kosta Koufos",3000,"Mem@Sac 06:00PM ET",12.067
"PF","Jon Leuer",3000,"Mem@Sac 06:00PM ET",10.617
"SF","Robbie Hummel",3000,"Min@Por 09:00PM ET",7.886
"C","Cole Aldrich",3000,"Mia@NY 07:30PM ET",8.727
"PG","Nick Calathes",3000,"Mem@Sac 06:00PM ET",1.250
"C","Robert Sacre",3000,"Tor@LAL 09:30PM ET",8.983
"C","Justin Hamilton",3000,"Mia@NY 07:30PM ET",8.375
"PF","Andrew Nicholson",3000,"Orl@Pho 08:00PM ET",4.722
"PF","Quincy Acy",3000,"Mia@NY 07:30PM ET",14.714
"C","Kyle O'Quinn",3000,"Orl@Pho 08:00PM ET",18.417
"PF","Travis Wear",3000,"Mia@NY 07:30PM ET",6.196
"SG","Victor Claver",3000,"Min@Por 09:00PM ET",0
"PF","Ryan Kelly",3000,"Tor@LAL 09:30PM ET",7.083
"PF","Thomas Robinson",3000,"Min@Por 09:00PM ET",6.594
"SG","Xavier Henry",3000,"Tor@LAL 09:30PM ET",3.778
"C","Hassan Whiteside",3000,"Mia@NY 07:30PM ET",0
"SG","Andre Dawkins",3000,"Mia@NY 07:30PM ET",1.417
"PG","C.J. McCollum",3000,"Min@Por 09:00PM ET",9.227
"SG","Allen Crabbe",3000,"Min@Por 09:00PM ET",8.023
"C","Meyers Leonard",3000,"Min@Por 09:00PM ET",8.625
"SG","Will Barton",3000,"Min@Por 09:00PM ET",5.771
"PG","Jordan Clarkson",3000,"Tor@LAL 09:30PM ET",9.150
"PF","Eric Moreland",3000,"Mem@Sac 06:00PM ET",0.000
"SG","Roy Devyn Marble",3000,"Orl@Pho 08:00PM ET",1.313
"SG","Zoran Dragic",3000,"Orl@Pho 08:00PM ET",0.000
"PG","Ray McCallum",3000,"Mem@Sac 06:00PM ET",5.350
"SG","James Ennis",3000,"Mia@NY 07:30PM ET",9.517
"C","Dewayne Dedmon",3000,"Orl@Pho 08:00PM ET",8.455
"C","Alex Len",3000,"Orl@Pho 08:00PM ET",15.132
"PF","Jarnell Stokes",3000,"Mem@Sac 06:00PM ET",3.550
"C","Lucas Nogueira",3000,"Tor@LAL 09:30PM ET",9.250
"SF","T.J. Warren",3000,"Orl@Pho 08:00PM ET",6.125
"SG","Jordan Adams",3000,"Mem@Sac 06:00PM ET",6.188
"SF","Glenn Robinson III",3000,"Min@Por 09:00PM ET",2.050
"SG","Nik Stauskas",3000,"Mem@Sac 06:00PM ET",6.547
"SG","Archie Goodwin",3000,"Orl@Pho 08:00PM ET",5.813
"SF","Cleanthony Early",3000,"Mia@NY 07:30PM ET",5.536
"PG","Tyler Ennis",3000,"Orl@Pho 08:00PM ET",7.083
"PF","Julius Randle",3000,"Tor@LAL 09:30PM ET",1.500
"SF","Bruno Caboclo",3000,"Tor@LAL 09:30PM ET",11.750
