Position,Name,Salary,GameInfo,AvgPointsPerGame
SF,Kostas Papanikolaou,4000,Phi@Hou 08:00PM ET,18.625
PG,Mo Williams,3900,Min@NO 08:00PM ET,16.679
SG,Randy Foye,3900,Den@Ind 07:00PM ET,18.071
C,Lavoy Allen,3900,Den@Ind 07:00PM ET,21.944
SF,Danilo Gallinari,3900,Den@Ind 07:00PM ET,13.643
SF,Hollis Thompson,3900,Phi@Hou 08:00PM ET,18.406
SF,Perry Jones,3900,Det@OKC 08:00PM ET,22.35
PF,Cody Zeller,3900,Cha@Pho 09:00PM ET,18.313
C,Steven Adams,3900,Det@OKC 08:00PM ET,20.167
SF,Corey Brewer,3800,Min@NO 08:00PM ET,16.143
SF,Wesley Johnson,3800,SA@LAL 10:00PM ET,16
SG,Tim Hardaway Jr.,3800,Uta@NY 07:30PM ET,14.167
SG,Gary Neal,3700,Cha@Pho 09:00PM ET,21.469
PG,Norris Cole,3700,Mia@Atl 07:30PM ET,17.281
C,Samuel Dalembert,3600,Uta@NY 07:30PM ET,14.028
PG,C.J. Watson,3600,Den@Ind 07:00PM ET,0
PF,Ersan Ilyasova,3600,Mil@Orl 07:00PM ET,12.625
SF,Luc Richard Mbah a Moute,3600,Phi@Hou 08:00PM ET,19.036
PF,Josh McRoberts,3600,Mia@Atl 07:30PM ET,7.321
C,Kyle O'Quinn,3600,Mil@Orl 07:00PM ET,21.5
SG,Dion Waiters,3600,Cle@Bos 07:30PM ET,13.6
SG,Jason Terry,3500,Phi@Hou 08:00PM ET,14.844
SF,Caron Butler,3500,Det@OKC 08:00PM ET,16.094
C,Zaza Pachulia,3500,Mil@Orl 07:00PM ET,14.929
SG,Nick Young,3500,SA@LAL 10:00PM ET,0
SF,Marvin Williams,3500,Cha@Pho 09:00PM ET,15.875
SG,Rodney Stuckey,3500,Den@Ind 07:00PM ET,15.188
SG,Thabo Sefolosha,3500,Mia@Atl 07:30PM ET,15.25
C,Tiago Splitter,3500,SA@LAL 10:00PM ET,14.5
C,J.J. Hickson,3500,Den@Ind 07:00PM ET,27.625
PG,Alexey Shved,3500,Phi@Hou 08:00PM ET,16.893
PG,Marcus Smart,3500,Cle@Bos 07:30PM ET,15.05
PF,Trevor Booker,3400,Uta@NY 07:30PM ET,17.833
SG,Jodie Meeks,3300,Det@OKC 08:00PM ET,0
SF,Evan Turner,3300,Cle@Bos 07:30PM ET,17.107
PF,John Henson,3300,Mil@Orl 07:00PM ET,11.313
PG,Luke Ridnour,3200,Mil@Orl 07:00PM ET,13.861
PF,Brandon Bass,3200,Cle@Bos 07:30PM ET,11.536
C,Jason Smith,3200,Uta@NY 07:30PM ET,13.528
PG,D.J. Augustin,3200,Det@OKC 08:00PM ET,18.719
C,JaVale McGee,3200,Den@Ind 07:00PM ET,11.643
PG,Jerryd Bayless,3200,Mil@Orl 07:00PM ET,14.969
SF,Maurice Harkless,3200,Mil@Orl 07:00PM ET,13.05
PG,Shane Larkin,3200,Uta@NY 07:30PM ET,14.972
C,Elton Brand,3000,Mia@Atl 07:30PM ET,2.75
SF,Mike Miller,3000,Cle@Bos 07:30PM ET,4.292
SG,Jason Richardson,3000,Phi@Hou 08:00PM ET,0
C,Brendan Haywood,3000,Cle@Bos 07:30PM ET,0
SF,Gerald Wallace,3000,Cle@Bos 07:30PM ET,2.188
PF,Matt Bonner,3000,SA@LAL 10:00PM ET,8.813
C,Nick Collison,3000,Det@OKC 08:00PM ET,15.722
SG,James Jones,3000,Cle@Bos 07:30PM ET,0
SG,Willie Green,3000,Mil@Orl 07:00PM ET,4.95
SG,Ben Gordon,3000,Mil@Orl 07:00PM ET,11.625
PF,Jason Maxiell,3000,Cha@Pho 09:00PM ET,5.625
PF,Louis Amundson,3000,Cle@Bos 07:30PM ET,0
SF,Danny Granger,3000,Mia@Atl 07:30PM ET,0
C,Chris Andersen,3000,Mia@Atl 07:30PM ET,10.083
PG,Ronnie Price,3000,SA@LAL 10:00PM ET,15.594
PF,Ronny Turiaf,3000,Min@NO 08:00PM ET,2.75
SF,John Salmons,3000,Min@NO 08:00PM ET,1.688
PG,Jannero Pargo,3000,Cha@Pho 09:00PM ET,2
SF,Steve Novak,3000,Uta@NY 07:30PM ET,2.083
PF,Shavlik Randolph,3000,Cha@Pho 09:00PM ET,2.5
PG,Nate Robinson,3000,Den@Ind 07:00PM ET,11.429
SF,Francisco Garcia,3000,Phi@Hou 08:00PM ET,5.625
C,Kendrick Perkins,3000,Det@OKC 08:00PM ET,14.167
PF,Udonis Haslem,3000,Mia@Atl 07:30PM ET,10.417
SF,Cartier Martin,3000,Det@OKC 08:00PM ET,0
PF,Anthony Tolliver,3000,Cha@Pho 09:00PM ET,6.893
SG,Shannon Brown,3000,Mia@Atl 07:30PM ET,1
SF,Jared Dudley,3000,Mil@Orl 07:00PM ET,9.969
PG,Sebastian Telfair,3000,Det@OKC 08:00PM ET,19.25
PG,Brian Roberts,3000,Cha@Pho 09:00PM ET,10.188
PF,Joey Dorsey,3000,Phi@Hou 08:00PM ET,2.4
PF,Joel Anthony,3000,Det@OKC 08:00PM ET,5.85
C,Ian Mahinmi,3000,Den@Ind 07:00PM ET,10.389
SF,C.J. Miles,3000,Den@Ind 07:00PM ET,14.95
PF,Jeff Ayres,3000,SA@LAL 10:00PM ET,5.5
C,Aron Baynes,3000,SA@LAL 10:00PM ET,10.821
SF,Alonzo Gee,3000,Den@Ind 07:00PM ET,10.75
PG,A.J. Price,3000,Den@Ind 07:00PM ET,16.938
SG,Wayne Ellington,3000,SA@LAL 10:00PM ET,14.65
SF,Chase Budinger,3000,Min@NO 08:00PM ET,3.25
PG,Ish Smith,3000,Det@OKC 08:00PM ET,6.667
SG,Gerald Henderson,3000,Cha@Pho 09:00PM ET,9.042
PF,Lance Thomas,3000,Det@OKC 08:00PM ET,16.056
PF,Darrell Arthur,3000,Den@Ind 07:00PM ET,12.833
SF,Jeremy Evans,3000,Uta@NY 07:30PM ET,0
SG,Marco Belinelli,3000,SA@LAL 10:00PM ET,14.583
PF,Mike Scott,3000,Mia@Atl 07:30PM ET,14.375
SF,Robbie Hummel,3000,Min@NO 08:00PM ET,7.313
SF,Kyle Singler,3000,Det@OKC 08:00PM ET,9
C,Cole Aldrich,3000,Uta@NY 07:30PM ET,10.958
SG,Marcus Thornton,3000,Cle@Bos 07:30PM ET,9.458
SF,Austin Daye,3000,SA@LAL 10:00PM ET,6.95
C,Robert Sacre,3000,SA@LAL 10:00PM ET,6.321
PG,Jimmer Fredette,3000,Min@NO 08:00PM ET,4
SG,Kent Bazemore,3000,Mia@Atl 07:30PM ET,5.2
PG,Patty Mills,3000,SA@LAL 10:00PM ET,0
PF,Alexis Ajinca,3000,Min@NO 08:00PM ET,5
C,Jeff Withey,3000,Min@NO 08:00PM ET,2.25
PF,Drew Gordon,3000,Phi@Hou 08:00PM ET,8.25
C,Justin Hamilton,3000,Mia@Atl 07:30PM ET,11.75
SF,Luke Babbitt,3000,Min@NO 08:00PM ET,3.417
C,Tyler Zeller,3000,Cle@Bos 07:30PM ET,10.964
SF,Chris Johnson,3000,Phi@Hou 08:00PM ET,14.063
PF,Andrew Nicholson,3000,Mil@Orl 07:00PM ET,4.75
SF,Jeffery Taylor,3000,Cha@Pho 09:00PM ET,0
PF,Quincy Acy,3000,Uta@NY 07:30PM ET,12.679
SG,Darius Miller,3000,Min@NO 08:00PM ET,3
SG,Toure' Murry,3000,Uta@NY 07:30PM ET,0
PG,Shelvin Mack,3000,Mia@Atl 07:30PM ET,5.333
SG,Luigi Datome,3000,Det@OKC 08:00PM ET,0
PF,Travis Wear,3000,Uta@NY 07:30PM ET,2.25
PF,Jonas Jerebko,3000,Det@OKC 08:00PM ET,10.375
SG,Ian Clark,3000,Uta@NY 07:30PM ET,3.75
C,Shayne Whittington,3000,Den@Ind 07:00PM ET,8.75
SG,John Jenkins,3000,Mia@Atl 07:30PM ET,0
PF,Ryan Kelly,3000,SA@LAL 10:00PM ET,2
PG,Erick Green,3000,Den@Ind 07:00PM ET,8.75
SF,Khris Middleton,3000,Mil@Orl 07:00PM ET,18.375
SG,Xavier Henry,3000,SA@LAL 10:00PM ET,2.792
PG,Troy Daniels,3000,Phi@Hou 08:00PM ET,3.607
SG,Andre Dawkins,3000,Mia@Atl 07:30PM ET,-0.25
C,Mike Muscala,3000,Mia@Atl 07:30PM ET,8.5
PG,Will Cherry,3000,Cle@Bos 07:30PM ET,2.25
PG,Nate Wolters,3000,Mil@Orl 07:00PM ET,6.125
PG,Matthew Dellavedova,3000,Cle@Bos 07:30PM ET,8.417
SG,Joe Harris,3000,Cle@Bos 07:30PM ET,4.063
C,Alex Kirk,3000,Cle@Bos 07:30PM ET,1.75
PF,Tarik Black,3000,Phi@Hou 08:00PM ET,7.5
PG,Jordan Clarkson,3000,SA@LAL 10:00PM ET,6.679
PF,Patric Young,3000,Min@NO 08:00PM ET,0
PG,Phil Pressey,3000,Cle@Bos 07:30PM ET,9
PF,Dwight Powell,3000,Cle@Bos 07:30PM ET,0
PG,Kendall Marshall,3000,Mil@Orl 07:00PM ET,5.417
PG,Pablo Prigioni,3000,Uta@NY 07:30PM ET,10.964
PG,Cory Joseph,3000,SA@LAL 10:00PM ET,14.25
PG,Shabazz Napier,3000,Mia@Atl 07:30PM ET,13.344
PG,Russ Smith,3000,Min@NO 08:00PM ET,-1
SF,Joe Ingles,3000,Uta@NY 07:30PM ET,6.167
SG,Roy Devyn Marble,3000,Mil@Orl 07:00PM ET,1.313
PF,Adreian Payne,3000,Mia@Atl 07:30PM ET,0
SG,Zoran Dragic,3000,Cha@Pho 09:00PM ET,0
C,Bismack Biyombo,3000,Cha@Pho 09:00PM ET,-0.5
PG,Austin Rivers,3000,Min@NO 08:00PM ET,14.321
SG,James Ennis,3000,Mia@Atl 07:30PM ET,5.969
PG,Spencer Dinwiddie,3000,Det@OKC 08:00PM ET,1.5
SG,Nick Johnson,3000,Phi@Hou 08:00PM ET,1.083
PF,Johnny O'Bryant,3000,Mil@Orl 07:00PM ET,0
SF,Rodney Hood,3000,Uta@NY 07:30PM ET,11.583
SF,Tony Mitchell,3000,Det@OKC 08:00PM ET,0
C,Dewayne Dedmon,3000,Mil@Orl 07:00PM ET,8.625
SG,P.J. Hairston,3000,Cha@Pho 09:00PM ET,10.75
PF,Jakarr Sampson,3000,Phi@Hou 08:00PM ET,7.281
C,Alex Len,3000,Cha@Pho 09:00PM ET,12.781
SF,T.J. Warren,3000,Cha@Pho 09:00PM ET,0
PF,Grant Jerrett,3000,Det@OKC 08:00PM ET,0
SF,Kyle Anderson,3000,SA@LAL 10:00PM ET,9.083
SF,Shabazz Muhammad,3000,Min@NO 08:00PM ET,9.571
SF,Glenn Robinson III,3000,Min@NO 08:00PM ET,0
PF,Mitch McGary,3000,Det@OKC 08:00PM ET,0
SF,Jerami Grant,3000,Phi@Hou 08:00PM ET,0
SG,Archie Goodwin,3000,Cha@Pho 09:00PM ET,2.563
PF,Anthony Bennett,3000,Min@NO 08:00PM ET,11
SF,Cleanthony Early,3000,Uta@NY 07:30PM ET,5.875
SG,Gary Harris,3000,Den@Ind 07:00PM ET,0
PG,Dennis Schroder,3000,Mia@Atl 07:30PM ET,15.042
C,Rudy Gobert,3000,Uta@NY 07:30PM ET,14.083
C,Vitor Faverani,3000,Cle@Bos 07:30PM ET,0
C,Pero Antic,3000,Mia@Atl 07:30PM ET,10.958
PF,Aaron Gordon,3000,Mil@Orl 07:00PM ET,11.194
PG,Tyler Ennis,3000,Cha@Pho 09:00PM ET,3.875
PF,Noah Vonleh,3000,Cha@Pho 09:00PM ET,0
SG,James Young,3000,Cle@Bos 07:30PM ET,6.375
C,Joel Embiid,3000,Phi@Hou 08:00PM ET,0
PG,Dante Exum,3000,Uta@NY 07:30PM ET,13.528
C,Jusuf Nurkic,3000,Den@Ind 07:00PM ET,13
PF,Clint Capela,3000,Phi@Hou 08:00PM ET,4.75
SF,Damien Inglis,3000,Mil@Orl 07:00PM ET,0
PF,Damjan Rudez,3000,Den@Ind 07:00PM ET,7.083
