Brooklyn@Philadelphia,199.5,7.0
Portland@Charlotte,191.5,6.0
Memphis@L.A. Lakers,202.5,6.5
L.A. Clippers@Detroit,198.5,9.0
Milwaukee@Minnesota,206.5,1.5
Utah@Oklahoma City,185.0,-4.5
Golden State@Orlando,202.5,8.0
New York@Dallas,201.0,-14.0
Indiana@San Antonio,187.0,-13.0
Denver@Phoenix,215.5,-7.5
Sacramento@Houston,193.0,-4.0
Washington@Cleveland,201.0,-7.5
Toronto@Atlanta,204.0,3.5
